q_index10,language,embedding,n,EM_mean,F1_mean,ROUGE_L_mean,LEV_SIM_mean,ACC_rouge70,ACC_lev80,gold_score_mean,fact_cons_mean,halluc_rate_mean,groundedness_mean,retrieval_support_mean,lat_total_s_mean,lat_gen_s_mean,lat_ret_s_mean,tok_total_mean,tok_prompt_mean,tok_comp_mean,tps_mean,EM_ci_lo,EM_ci_hi,F1_ci_lo,F1_ci_hi,ROUGE_L_ci_lo,ROUGE_L_ci_hi
5,ca,mxbai-embed-large,3,0.0,0.5336700336700336,0.5336700336700336,0.29067508663634395,0.0,0.0,9.5,9.366666666666665,0.06333333333333334,0.9366666666666666,0.851,22.354670000000002,20.26257,2.092086666666667,470.0,372.6666666666667,97.33333333333333,12.029404961972723,0.0,0.0,0.5,0.5555555555555556,0.5,0.5555555555555556
5,ca,nomic-embed-text,3,0.0,0.5797619047619048,0.5797619047619048,0.3394994536870967,0.3333333333333333,0.0,9.5,9.18,0.082,0.918,0.86,21.227076666666672,19.16182,2.065243333333333,455.0,368.6666666666667,86.33333333333333,12.26181311773549,0.0,0.0,0.39999999999999997,0.7142857142857143,0.39999999999999997,0.7142857142857143
5,en,all-minilm,3,0.0,0.4675020885547201,0.4675020885547201,0.3651359208255179,0.0,0.0,9.166666666666666,8.513333333333334,0.14866666666666664,0.8513333333333333,0.834,19.296773333333334,17.233906666666666,2.0628533333333334,375.0,281.0,94.0,12.394186302485506,0.0,0.0,0.39999999999999997,0.5263157894736842,0.39999999999999997,0.5263157894736842
5,en,mxbai-embed-large,3,0.0,0.44566544566544564,0.44566544566544564,0.3414730519993678,0.0,0.0,9.166666666666666,9.213333333333333,0.07866666666666666,0.9213333333333334,0.919,20.238533333333333,18.14852,2.0899966666666665,382.0,300.3333333333333,81.66666666666667,12.332689460532913,0.0,0.0,0.3846153846153846,0.4761904761904761,0.3846153846153846,0.4761904761904761
5,en,nomic-embed-text,3,0.0,0.4425465838509317,0.4425465838509317,0.32755140539520844,0.0,0.0,9.166666666666666,9.203333333333333,0.07966666666666666,0.9203333333333333,0.9049999999999999,20.08153,17.981043333333332,2.100473333333333,381.0,300.0,81.0,12.401170382131868,0.0,0.0,0.4166666666666667,0.4761904761904761,0.4166666666666667,0.4761904761904761
5,es,all-minilm,3,0.0,0.0,0.0,0.14636564090162837,0.0,0.0,0.0,7.71,0.229,0.771,0.7399999999999999,19.299166666666668,17.238583333333334,2.06057,468.6666666666667,381.0,87.66666666666667,12.135661881488337,0.0,0.0,0.0,0.0,0.0,0.0
5,es,mxbai-embed-large,3,0.0,0.22222222222222224,0.22222222222222224,0.2559190005077813,0.0,0.0,3.1666666666666665,8.796666666666667,0.12033333333333333,0.8796666666666666,0.862,20.28796,18.193383333333333,2.0945633333333333,460.6666666666667,378.6666666666667,82.0,13.019581733804893,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666
5,es,nomic-embed-text,3,0.0,0.296969696969697,0.296969696969697,0.34547017257182683,0.3333333333333333,0.0,6.0,8.786666666666667,0.12133333333333333,0.8786666666666667,0.86,19.331983333333334,17.23182333333333,2.10015,457.0,385.0,72.0,12.020698558669304,0.0,0.0,0.0,0.8000000000000002,0.0,0.8000000000000002
6,ca,all-minilm,3,0.0,0.8194222931065037,0.8194222931065037,0.8254946085325833,1.0,0.6666666666666666,9.333333333333334,7.993333333333332,0.2006666666666667,0.7993333333333333,0.791,18.00916,15.946166666666668,2.0629833333333334,469.0,389.0,80.0,12.890428251028686,0.0,0.0,0.7272727272727274,0.8888888888888888,0.7272727272727274,0.8888888888888888
6,ca,mxbai-embed-large,3,0.0,0.7518796992481204,0.7518796992481204,0.7421253028729664,0.6666666666666666,0.6666666666666666,9.5,8.943333333333333,0.10566666666666667,0.8943333333333333,0.858,20.364050000000002,18.27997333333333,2.0840633333333334,468.0,388.6666666666667,79.33333333333333,12.400687298353548,0.0,0.0,0.5714285714285714,0.8421052631578948,0.5714285714285714,0.8421052631578948
6,ca,nomic-embed-text,3,0.0,0.7453115547489414,0.7453115547489414,0.7380471380471381,0.6666666666666666,0.6666666666666666,9.166666666666666,9.136666666666668,0.08633333333333333,0.9136666666666665,0.88,24.38159,22.302149999999997,2.0794266666666665,513.3333333333334,399.3333333333333,114.0,12.361694195531996,0.0,0.0,0.5517241379310346,0.8421052631578948,0.5517241379310346,0.8421052631578948
6,en,all-minilm,3,0.0,0.6506651243493349,0.6250240987083092,0.600100010001,0.3333333333333333,0.3333333333333333,8.5,8.903333333333334,0.10966666666666668,0.8903333333333333,0.759,21.788306666666667,19.725006666666665,2.06329,415.6666666666667,300.3333333333333,115.33333333333333,12.54924598479333,0.0,0.0,0.5384615384615384,0.8421052631578948,0.4615384615384615,0.8421052631578948
6,en,mxbai-embed-large,3,0.0,0.6440174510349949,0.6193260930103035,0.5972997299729973,0.3333333333333333,0.3333333333333333,9.166666666666666,8.81,0.119,0.8809999999999999,0.81,22.610973333333334,20.48640333333333,2.1245533333333335,402.6666666666667,300.3333333333333,102.33333333333333,12.767757595655475,0.0,0.0,0.5185185185185185,0.8421052631578948,0.4444444444444444,0.8421052631578948
6,en,nomic-embed-text,3,0.0,0.6440174510349949,0.6193260930103035,0.5972997299729973,0.3333333333333333,0.3333333333333333,8.833333333333334,9.026666666666666,0.09733333333333334,0.9026666666666667,0.8450000000000001,24.438923333333335,22.344823333333334,2.0940866666666667,424.0,300.3333333333333,123.66666666666667,12.428568949189263,0.0,0.0,0.5185185185185185,0.8421052631578948,0.4444444444444444,0.8421052631578948
6,es,all-minilm,3,0.0,0.8148148148148149,0.8148148148148149,0.8407009159697333,0.6666666666666666,0.6666666666666666,8.833333333333334,8.116666666666667,0.18833333333333332,0.8116666666666666,0.811,20.07856333333333,18.009976666666667,2.068566666666667,484.0,387.0,97.0,12.612654884485792,0.0,0.0,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.8888888888888888
6,es,mxbai-embed-large,3,0.0,0.7765006385696042,0.7765006385696042,0.7999792509596432,0.6666666666666666,0.6666666666666666,9.5,9.013333333333334,0.09866666666666667,0.9013333333333332,0.878,25.645016666666667,23.546419999999998,2.09858,519.0,387.0,132.0,12.878504318020653,0.0,0.0,0.5517241379310346,0.8888888888888888,0.5517241379310346,0.8888888888888888
6,es,nomic-embed-text,3,0.0,0.7037037037037037,0.7037037037037037,0.8054837783519955,0.6666666666666666,0.6666666666666666,9.333333333333334,8.616666666666667,0.13833333333333334,0.8616666666666667,0.864,21.11340333333333,18.999616666666668,2.11377,473.6666666666667,387.0,86.66666666666667,12.23908193623243,0.0,0.0,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.8888888888888888
7,ca,all-minilm,3,0.0,0.3852784134248665,0.3852784134248665,0.26383376013657706,0.0,0.0,8.466666666666667,8.143333333333333,0.18566666666666667,0.8143333333333334,0.68,21.315233333333335,19.258056666666665,2.0571633333333335,506.0,392.6666666666667,113.33333333333333,12.630717869909603,0.0,0.0,0.3,0.43478260869565216,0.3,0.43478260869565216
7,ca,mxbai-embed-large,3,0.0,0.5828460038986355,0.5828460038986355,0.37147513592724984,0.0,0.0,7.5,8.493333333333332,0.15066666666666667,0.8493333333333334,0.819,22.17952666666667,20.076246666666666,2.103266666666667,481.3333333333333,388.6666666666667,92.66666666666667,12.845705186233289,0.0,0.0,0.5263157894736842,0.6666666666666666,0.5263157894736842,0.6666666666666666
7,ca,nomic-embed-text,3,0.0,0.39644268774703556,0.39644268774703556,0.23696882147586373,0.0,0.0,8.5,9.06,0.09399999999999999,0.906,0.838,19.91868666666667,17.846866666666667,2.071806666666667,473.6666666666667,395.0,78.66666666666667,12.549913585835702,0.0,0.0,0.3,0.45454545454545453,0.3,0.45454545454545453
7,en,all-minilm,3,0.0,0.38543417366946775,0.38543417366946775,0.2607685262050328,0.0,0.0,8.5,8.81,0.119,0.8809999999999999,0.684,17.697589999999998,15.637623333333336,2.059953333333333,372.6666666666667,296.0,76.66666666666667,12.546101389295027,0.0,0.0,0.2857142857142857,0.4705882352941176,0.2857142857142857,0.4705882352941176
7,en,mxbai-embed-large,3,0.0,0.44848484848484843,0.44848484848484843,0.31587365053978406,0.0,0.0,6.8,8.653333333333334,0.13466666666666668,0.8653333333333334,0.765,21.443369999999998,19.343316666666666,2.1000400000000004,382.6666666666667,295.3333333333333,87.33333333333333,12.389407667589566,0.0,0.0,0.39999999999999997,0.5454545454545454,0.39999999999999997,0.5454545454545454
7,en,nomic-embed-text,3,0.0,0.3916666666666666,0.3916666666666666,0.27757978934030253,0.0,0.0,6.133333333333333,8.81,0.119,0.8809999999999999,0.7840000000000001,21.028540000000003,18.959860000000003,2.06867,385.3333333333333,297.3333333333333,88.0,12.805637536870357,0.0,0.0,0.375,0.39999999999999997,0.375,0.39999999999999997
